Latitude,Longitude,Sample Date,pet,ppt,aet,def,pdsi,q,soil,tmax,tmin,vpd
-26.880278,26.965,19-01-2011,175.5,93.9,89.6,85.9,1.26,4.7,3.3,29.15,15.61,1.42
-27.273889,28.49,19-01-2011,164.3,104.7,100.1,64.200005,1.17,5.2,4.4,27.599998,14.009999,1.24
-27.3,28.586944,19-01-2011,163.40001,103.8,99.1,64.3,1.16,5.2,4.2000003,27.63,13.929999,1.24
-27.044444,27.005,19-01-2011,178.7,93.5,89.200005,89.5,1.43,4.7,3.3,29.25,15.57,1.4499999
-30.568333,29.422778,19-01-2011,137.7,105.3,101.5,36.2,4.22,5.300000000000001,8.5,24.699999,12.12,0.81
-30.570833,29.150556,19-01-2011,138.90001,108.5,104.1,34.8,3.74,5.4,6.5,24.51,11.94,0.84
-34.031944,22.053333,19-01-2011,157.5,20.200000000000003,20.6,136.90001,2.11,1.0,7.0,25.33,14.79,0.84999996
-33.13083,18.86278,19-01-2011,207.1,12.2,12.7,194.40001,-3.74,0.6000000000000001,7.5,29.59,14.95,1.61
-33.7075,18.97444444,19-01-2011,200.3,19.6,21.2,179.1,-3.36,1.0,11.8,28.39,14.78,1.42
-25.57877778,29.12747222,19-01-2011,161.6,102.3,97.8,63.8,1.4,5.1000000000000005,4.8,29.429998,15.799999,1.3199999
-26.006389,29.253889,20-01-2011,152.0,96.5,92.3,59.7,0.62,4.800000000000001,5.5,27.09,14.0199995,1.1
-27.02314,28.59389,20-01-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-30.679722,26.7125,20-01-2011,180.90001,68.10000000000001,64.9,116.0,1.16,3.4000000000000004,2.1000001,28.599998,12.28,1.4
-28.460833,21.248889,20-01-2011,244.7,52.3,49.600002,195.1,4.5,2.6,0.0,33.62,16.89,2.6299999
-30.77586667,29.03221667,20-01-2011,141.5,104.3,100.200005,41.3,3.8899999,5.2,6.6,26.0,14.53,0.96
-24.925278,29.324444,21-01-2011,162.40001,109.5,104.5,57.9,2.3899999,5.5,4.0,30.97,17.51,1.41
-28.460833,21.248889,21-01-2011,244.7,52.3,49.600002,195.1,4.5,2.6,0.0,33.62,16.89,2.6299999
-24.679167,30.8025,24-01-2011,143.3,149.0,141.7,1.6,1.56,7.4,16.7,25.99,15.07,0.85999995
-25.99136,27.84208,24-01-2011,161.1,98.5,94.200005,66.9,0.96999997,4.9,4.9,28.039999,15.62,1.24
-25.49037,30.6986,24-01-2011,144.7,122.5,118.4,26.300001,1.16,6.1000000000000005,17.2,26.84,15.66,0.89
-26.970278,27.211111,24-01-2011,173.90001,96.2,91.8,82.1,1.3199999,4.800000000000001,3.5,28.859999,15.42,1.4
-27.671111,27.236944,24-01-2011,182.90001,94.2,89.8,93.1,1.62,4.7,2.7,29.48,15.049999,1.51
-27.356667,27.286389,24-01-2011,182.40001,94.8,90.4,92.0,1.51,4.7,3.0,29.23,15.32,1.4699999
-27.01011111,26.69808333,25-01-2011,183.5,90.9,86.6,96.9,1.18,4.5,2.2,29.289999,15.61,1.4599999
-26.98472222,26.63227778,25-01-2011,181.40001,91.8,87.4,94.0,1.4,4.6000000000000005,2.5,29.349998,15.679999,1.4699999
-27.398611,26.614722,25-01-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-33.818056,19.694722,25-01-2011,201.8,12.3,12.900001,188.90001,-2.37,0.6000000000000001,6.2000003,28.73,14.099999,1.5
-25.45963889,28.26430556,25-01-2011,164.5,104.7,100.0,64.5,0.94,5.2,5.1,29.849998,16.63,1.37
-33.897778,20.012778,25-01-2011,196.1,11.0,11.3,184.8,-1.8399999,0.5,4.9,29.26,14.559999,1.55
-25.81048333,27.90955222,26-01-2011,164.1,100.5,96.1,68.0,1.3299999,5.0,5.1,28.97,16.56,1.3299999
-34.065833,20.404167,26-01-2011,179.3,12.7,13.2,166.1,0.91999996,0.6000000000000001,6.2000003,29.189999,15.91,1.5
-24.058889,31.237222,26-01-2011,154.6,63.3,60.100002,94.5,-1.09,3.2,1.4,31.59,19.869999,1.36
-26.648056,27.089444,26-01-2011,170.90001,93.9,89.6,81.3,1.02,4.7,3.4,28.599998,15.219999,1.3299999
-26.880278,26.965,26-01-2011,175.5,93.9,89.6,85.9,1.26,4.7,3.3,29.15,15.61,1.42
-27.273889,28.49,26-01-2011,164.3,104.7,100.1,64.200005,1.17,5.2,4.4,27.599998,14.009999,1.24
-27.044444,27.005,26-01-2011,178.7,93.5,89.200005,89.5,1.43,4.7,3.3,29.25,15.57,1.4499999
-34.092222,21.295278,26-01-2011,173.1,16.6,16.9,156.2,2.04,0.8,5.4,27.42,14.95,1.17
-27.02314,28.59389,27-01-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-26.73806,27.59194,27-01-2011,168.1,96.3,92.0,76.1,1.05,4.800000000000001,4.1,28.13,15.17,1.3
-28.760833,17.730278,30-01-2011,257.5,1.3,1.2,256.30002,1.42,0.1,0.0,34.98,19.64,3.03
-26.861111,28.884722,31-01-2011,161.0,89.0,85.200005,75.8,-1.89,4.5,5.2000003,27.43,14.009999,1.1899999
-26.73806,27.59194,31-01-2011,168.1,96.3,92.0,76.1,1.05,4.800000000000001,4.1,28.13,15.17,1.3
-25.127778,27.628889,01-02-2011,169.3,112.2,107.1,62.2,1.31,5.6000000000000005,6.1,31.17,17.97,1.52
-24.69514,27.40906,01-02-2011,172.90001,121.0,115.6,57.3,1.74,6.0,7.0,31.609999,18.789999,1.61
-27.363611,31.783333,01-02-2011,154.40001,75.0,72.3,82.1,-1.42,3.8,10.6,30.019999,18.93,1.16
-27.802778,28.768333,01-02-2011,159.1,107.8,102.8,56.3,1.4499999,5.4,3.3,26.91,13.11,1.15
-29.160278,26.573333,01-02-2011,190.1,84.30000000000001,80.4,109.700005,1.65,4.2,2.4,28.949999,13.07,1.52
-34.329722,18.990278,01-02-2011,158.2,23.5,27.2,131.0,-3.9499998,1.2000000000000002,17.9,23.05,13.58,0.72999996
-25.20639,27.558,02-02-2011,170.0,112.9,108.0,62.0,1.43,5.6000000000000005,6.5,31.109999,17.91,1.52
-23.281,30.54305556,03-02-2011,154.40001,99.5,95.0,59.4,1.4499999,5.0,6.2000003,30.859999,19.76,1.3299999
-28.801278,31.955389,03-02-2011,150.2,89.60000000000001,87.6,62.600002,-0.83,4.5,11.0,28.939999,19.64,0.89
-27.00222,28.76528,03-02-2011,161.6,95.4,91.200005,70.4,0.7,4.800000000000001,5.0,27.63,14.11,1.22
-27.02314,28.59389,03-02-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-27.3,28.586944,03-02-2011,163.40001,103.8,99.1,64.3,1.16,5.2,4.2000003,27.63,13.929999,1.24
-30.679722,26.7125,03-02-2011,180.90001,68.10000000000001,64.9,116.0,1.16,3.4000000000000004,2.1000001,28.599998,12.28,1.4
-28.460833,21.248889,03-02-2011,244.7,52.3,49.600002,195.1,4.5,2.6,0.0,33.62,16.89,2.6299999
-28.460833,21.248889,04-02-2011,244.7,52.3,49.600002,195.1,4.5,2.6,0.0,33.62,16.89,2.6299999
-29.140556,31.391944,07-02-2011,143.5,108.7,103.6,39.9,-2.6499999,5.4,4.8,28.07,19.279999,0.82
-25.99136,27.84208,07-02-2011,161.1,98.5,94.200005,66.9,0.96999997,4.9,4.9,28.039999,15.62,1.24
-24.058889,31.237222,07-02-2011,154.6,63.3,60.100002,94.5,-1.09,3.2,1.4,31.59,19.869999,1.36
-26.73806,27.59194,07-02-2011,168.1,96.3,92.0,76.1,1.05,4.800000000000001,4.1,28.13,15.17,1.3
-30.86013889,29.07125,07-02-2011,140.6,101.6,97.700005,42.9,3.77,5.1000000000000005,7.0,26.07,14.799999,0.94
-27.356667,27.286389,07-02-2011,182.40001,94.8,90.4,92.0,1.51,4.7,3.0,29.23,15.32,1.4699999
-28.058889,30.373611,07-02-2011,158.0,99.6,95.0,63.0,-2.27,5.0,4.2000003,28.029999,14.679999,1.15
-27.01011111,26.69808333,08-02-2011,183.5,90.9,86.6,96.9,1.18,4.5,2.2,29.289999,15.61,1.4599999
-27.169444,29.233889,08-02-2011,157.3,90.0,86.0,71.3,-2.02,4.5,4.0,26.93,13.59,1.12
-26.98472222,26.63227778,08-02-2011,181.40001,91.8,87.4,94.0,1.4,4.6000000000000005,2.5,29.349998,15.679999,1.4699999
-27.398611,26.614722,08-02-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-27.573056,24.746389,08-02-2011,208.40001,75.2,71.5,136.90001,1.7199999,3.8,0.4,31.66,15.66,1.8399999
-33.501667,21.624167,08-02-2011,189.1,13.0,12.400001,176.7,0.57,0.7000000000000001,0.1,27.64,11.98,1.37
-32.502778,19.535833,08-02-2011,233.40001,4.800000000000001,4.7000003,228.7,-1.88,0.2,1.3000001,30.92,13.57,2.0
-25.45963889,28.26430556,08-02-2011,164.5,104.7,100.0,64.5,0.94,5.2,5.1,29.849998,16.63,1.37
-26.970278,27.211111,09-02-2011,173.90001,96.2,91.8,82.1,1.3199999,4.800000000000001,3.5,28.859999,15.42,1.4
-27.273889,28.49,09-02-2011,164.3,104.7,100.1,64.200005,1.17,5.2,4.4,27.599998,14.009999,1.24
-28.69485,28.23487,09-02-2011,160.7,103.4,98.6,62.100002,1.8399999,5.2,3.1000001,25.769999,12.639999,1.11
-28.883333,27.89,09-02-2011,164.2,105.8,101.0,63.2,2.09,5.300000000000001,3.3,26.349998,12.929999,1.18
-27.02314,28.59389,10-02-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-30.679722,26.7125,10-02-2011,180.90001,68.10000000000001,64.9,116.0,1.16,3.4000000000000004,2.1000001,28.599998,12.28,1.4
-30.534167,24.961944,10-02-2011,205.0,44.900000000000006,42.600002,162.40001,-1.48,2.2,0.0,29.9,13.13,1.7099999
-34.031944,22.053333,10-02-2011,157.5,20.200000000000003,20.6,136.90001,2.11,1.0,7.0,25.33,14.79,0.84999996
-34.039722,22.133333,10-02-2011,156.0,21.1,21.6,134.40001,2.31,1.1,7.3,25.16,15.12,0.82
-32.595833,19.009444,10-02-2011,218.5,7.300000000000001,7.6,210.90001,-2.69,0.4,6.1,30.83,13.759999,1.8199999
-28.801278,31.955389,11-02-2011,150.2,89.60000000000001,87.6,62.600002,-0.83,4.5,11.0,28.939999,19.64,0.89
-29.658056,25.973333,11-02-2011,186.90001,71.0,67.700005,119.200005,1.41,3.6,2.2,28.289999,12.61,1.4399999
-28.068333,31.55,11-02-2011,159.1,77.30000000000001,73.5,85.6,-2.86,3.9,2.3,30.42,19.76,1.31
-28.760833,17.730278,13-02-2011,257.5,1.3,1.2,256.30002,1.42,0.1,0.0,34.98,19.64,3.03
-29.7775,29.470833,14-02-2011,138.3,148.1,138.3,0.0,3.1999998,7.4,8.900001,24.17,11.82,0.81
-29.987778,29.851667,14-02-2011,136.0,127.0,122.4,13.6,3.49,6.4,10.8,25.42,13.759999,0.83
-29.744167,29.905833,14-02-2011,141.6,126.3,121.1,20.5,2.76,6.300000000000001,8.7,26.31,14.46,0.94
-26.861111,28.884722,14-02-2011,161.0,89.0,85.200005,75.8,-1.89,4.5,5.2000003,27.43,14.009999,1.1899999
-26.45,28.085833,14-02-2011,162.5,90.0,86.0,76.5,-1.89,4.5,4.5,27.789999,14.849999,1.24
-31.396,29.2651,14-02-2011,134.5,98.7,119.5,15.0,3.8799999,4.9,23.9,25.96,17.63,0.78999996
-25.20639,27.558,15-02-2011,170.0,112.9,108.0,62.0,1.43,5.6000000000000005,6.5,31.109999,17.91,1.52
-24.69514,27.40906,15-02-2011,172.90001,121.0,115.6,57.3,1.74,6.0,7.0,31.609999,18.789999,1.61
-26.006389,29.253889,15-02-2011,152.0,96.5,92.3,59.7,0.62,4.800000000000001,5.5,27.09,14.0199995,1.1
-27.802778,28.768333,15-02-2011,159.1,107.8,102.8,56.3,1.4499999,5.4,3.3,26.91,13.11,1.15
-27.398611,26.614722,15-02-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-27.671111,27.236944,15-02-2011,182.90001,94.2,89.8,93.1,1.62,4.7,2.7,29.48,15.049999,1.51
-29.160278,26.573333,15-02-2011,190.1,84.30000000000001,80.4,109.700005,1.65,4.2,2.4,28.949999,13.07,1.52
-30.568333,29.422778,15-02-2011,137.7,105.3,101.5,36.2,4.22,5.300000000000001,8.5,24.699999,12.12,0.81
-30.570833,29.150556,15-02-2011,138.90001,108.5,104.1,34.8,3.74,5.4,6.5,24.51,11.94,0.84
-33.38056,19.30167,15-02-2011,194.3,13.4,14.400001,179.90001,-3.1299999,0.7000000000000001,8.2,26.59,11.87,1.35
-33.31388889,19.07472222,15-02-2011,205.90001,13.8,15.1,190.8,-3.54,0.7000000000000001,10.2,29.13,14.309999,1.5799999
-27.495556,26.074722,15-02-2011,194.2,79.9,76.3,117.9,1.9499999,4.0,2.8,29.939999,14.9,1.5699999
-25.436111,31.982222,16-02-2011,148.90001,61.8,60.0,88.9,-1.35,3.1,12.400001,30.689999,18.58,1.14
-24.39619444,27.08983333,16-02-2011,169.2,96.5,92.6,76.6,1.86,4.800000000000001,8.400001,31.679998,18.75,1.5999999
-25.67386,31.57527,16-02-2011,154.8,81.0,78.1,76.700005,-1.35,4.1000000000000005,11.400001,30.3,19.39,1.22
-30.733889,29.828333,16-02-2011,132.40001,114.8,120.0,12.400001,4.36,5.7,33.100002,25.43,15.65,0.77
-30.398056,30.601944,16-02-2011,134.7,125.4,127.0,7.7000003,3.33,6.300000000000001,49.0,26.41,19.43,0.71999997
-27.273889,28.49,16-02-2011,164.3,104.7,100.1,64.200005,1.17,5.2,4.4,27.599998,14.009999,1.24
-27.3,28.586944,16-02-2011,163.40001,103.8,99.1,64.3,1.16,5.2,4.2000003,27.63,13.929999,1.24
-27.044444,27.005,16-02-2011,178.7,93.5,89.200005,89.5,1.43,4.7,3.3,29.25,15.57,1.4499999
-30.86013889,29.07125,16-02-2011,140.6,101.6,97.700005,42.9,3.77,5.1000000000000005,7.0,26.07,14.799999,0.94
-30.77586667,29.03221667,16-02-2011,141.5,104.3,100.200005,41.3,3.8899999,5.2,6.6,26.0,14.53,0.96
-33.13083,18.86278,16-02-2011,207.1,12.2,12.7,194.40001,-3.74,0.6000000000000001,7.5,29.59,14.95,1.61
-24.925278,29.324444,17-02-2011,162.40001,109.5,104.5,57.9,2.3899999,5.5,4.0,30.97,17.51,1.41
-27.00222,28.76528,17-02-2011,161.6,95.4,91.200005,70.4,0.7,4.800000000000001,5.0,27.63,14.11,1.22
-27.02314,28.59389,17-02-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-22.43772222,31.07805556,18-02-2011,172.0,112.3,106.700005,65.3,0.62,5.6000000000000005,0.5,33.94,20.96,1.7099999
-29.803611,30.516111,18-02-2011,134.2,120.7,116.5,17.7,2.84,6.0,11.3,26.14,16.369999,0.77
-25.99136,27.84208,21-02-2011,161.1,98.5,94.200005,66.9,0.96999997,4.9,4.9,28.039999,15.62,1.24
-26.861111,28.884722,21-02-2011,161.0,89.0,85.200005,75.8,-1.89,4.5,5.2000003,27.43,14.009999,1.1899999
-26.73806,27.59194,21-02-2011,168.1,96.3,92.0,76.1,1.05,4.800000000000001,4.1,28.13,15.17,1.3
-26.45,28.085833,21-02-2011,162.5,90.0,86.0,76.5,-1.89,4.5,4.5,27.789999,14.849999,1.24
-27.01011111,26.69808333,22-02-2011,183.5,90.9,86.6,96.9,1.18,4.5,2.2,29.289999,15.61,1.4599999
-27.169444,29.233889,22-02-2011,157.3,90.0,86.0,71.3,-2.02,4.5,4.0,26.93,13.59,1.12
-26.98472222,26.63227778,22-02-2011,181.40001,91.8,87.4,94.0,1.4,4.6000000000000005,2.5,29.349998,15.679999,1.4699999
-27.398611,26.614722,22-02-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-29.160278,26.573333,22-02-2011,190.1,84.30000000000001,80.4,109.700005,1.65,4.2,2.4,28.949999,13.07,1.52
-33.818056,19.694722,22-02-2011,201.8,12.3,12.900001,188.90001,-2.37,0.6000000000000001,6.2000003,28.73,14.099999,1.5
-25.81048333,27.90955222,23-02-2011,164.1,100.5,96.1,68.0,1.3299999,5.0,5.1,28.97,16.56,1.3299999
-29.641944,30.6875,23-02-2011,139.7,111.0,107.1,32.600002,2.1399999,5.6000000000000005,10.400001,27.15,18.08,0.84999996
-34.065833,20.404167,23-02-2011,179.3,12.7,13.2,166.1,0.91999996,0.6000000000000001,6.2000003,29.189999,15.91,1.5
-33.980556,21.653333,23-02-2011,164.5,15.8,15.8,148.7,2.06,0.8,4.6,26.83,14.37,1.09
-22.769722,30.886944,23-02-2011,159.8,120.6,114.9,44.9,0.98999995,6.0,5.5,32.01,19.9,1.4399999
-27.00222,28.76528,23-02-2011,161.6,95.4,91.200005,70.4,0.7,4.800000000000001,5.0,27.63,14.11,1.22
-27.02314,28.59389,23-02-2011,163.1,97.6,93.3,69.8,0.58,4.9,4.8,27.8,14.2,1.25
-27.38972222,26.46388889,23-02-2011,193.3,83.7,79.8,113.5,1.48,4.2,2.6000001,30.07,15.54,1.5799999
-27.398611,26.614722,23-02-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-27.671111,27.236944,23-02-2011,182.90001,94.2,89.8,93.1,1.62,4.7,2.7,29.48,15.049999,1.51
-27.356667,27.286389,23-02-2011,182.40001,94.8,90.4,92.0,1.51,4.7,3.0,29.23,15.32,1.4699999
-33.897778,20.012778,23-02-2011,196.1,11.0,11.3,184.8,-1.8399999,0.5,4.9,29.26,14.559999,1.55
-23.763056,27.908611,24-02-2011,156.3,109.0,104.1,52.2,2.7,5.5,5.5,30.519999,17.46,1.39
-23.23572222,27.717,24-02-2011,162.0,82.0,77.9,84.1,2.1599998,4.1000000000000005,0.5,31.82,18.71,1.56
-28.44555556,32.325,24-02-2011,144.8,85.4,87.5,57.3,-1.41,4.3,17.2,28.019999,19.92,0.81
-30.679722,26.7125,24-02-2011,180.90001,68.10000000000001,64.9,116.0,1.16,3.4000000000000004,2.1000001,28.599998,12.28,1.4
-30.160091,27.40124,24-02-2011,171.3,84.5,80.700005,90.6,2.1399999,4.2,3.6000001,27.289999,12.719999,1.3199999
-30.336111,27.359444,24-02-2011,171.90001,82.9,79.3,92.6,2.25,4.1000000000000005,3.8,27.3,12.259999,1.31
-28.460833,21.248889,24-02-2011,244.7,52.3,49.600002,195.1,4.5,2.6,0.0,33.62,16.89,2.6299999
-22.91028,29.61111,25-02-2011,151.90001,112.6,107.0,44.9,1.99,5.6000000000000005,1.2,30.48,18.59,1.35
-28.760833,17.730278,27-02-2011,257.5,1.3,1.2,256.30002,1.42,0.1,0.0,34.98,19.64,3.03
-24.183889,30.823889,01-03-2011,152.3,94.1,90.0,62.3,1.55,4.7,7.0,30.939999,19.23,1.28
-27.398611,26.614722,01-03-2011,191.90001,84.9,80.9,111.0,1.3399999,4.2,2.5,29.939999,15.61,1.5699999
-27.671111,27.236944,01-03-2011,182.90001,94.2,89.8,93.1,1.62,4.7,2.7,29.48,15.049999,1.51
-29.160278,26.573333,01-03-2011,190.1,84.30000000000001,80.4,109.700005,1.65,4.2,2.4,28.949999,13.07,1.52
